,schedule time,actual time,stand,trailer,direction
172,2023-06-02 18:55:00,2023-06-02 18:46:00,N8,2,1
173,2023-06-02 18:55:00,2023-06-02 18:26:00,W63,3,1
174,2023-06-02 18:55:00,2023-06-02 19:50:00,S33,2,1
175,2023-06-02 19:00:00,2023-06-02 18:39:00,R18,2,1
176,2023-06-02 19:05:00,2023-06-02 18:48:00,R21,3,1
177,2023-06-02 19:05:00,2023-06-02 18:48:00,N9,2,1
178,2023-06-02 19:05:00,2023-06-02 19:33:00,N62,2,1
179,2023-06-02 19:10:00,2023-06-02 19:41:00,N68,2,1
180,2023-06-02 19:15:00,2023-06-02 19:34:00,S23,3,1
181,2023-06-02 19:20:00,2023-06-02 19:20:00,R17,3,1
182,2023-06-02 19:25:00,2023-06-02 19:24:00,W40,3,1
183,2023-06-02 19:30:00,2023-06-02 19:21:00,S11,2,1
184,2023-06-02 19:45:00,2023-06-02 19:35:00,R16,2,1
185,2023-06-02 19:55:00,2023-06-02 20:05:00,S47,3,1
186,2023-06-02 20:00:00,2023-06-02 20:57:00,W48,3,1
187,2023-06-02 20:10:00,2023-06-02 20:22:00,S3,3,1
188,2023-06-02 20:20:00,2023-06-02 20:11:00,S4,3,1
189,2023-06-02 20:25:00,2023-06-02 20:41:00,S41,3,1
190,2023-06-02 20:30:00,2023-06-02 21:13:00,R18,2,1
191,2023-06-02 20:30:00,2023-06-02 20:16:00,N70,3,1
192,2023-06-02 20:35:00,2023-06-02 20:25:00,S29,3,1
193,2023-06-02 20:40:00,2023-06-02 20:34:00,N10,2,1
194,2023-06-02 20:45:00,2023-06-02 20:52:00,N66,2,1
195,2023-06-02 20:50:00,2023-06-02 20:34:00,W44,2,1
196,2023-06-02 20:50:00,2023-06-02 21:58:00,N10,2,1
197,2023-06-02 20:55:00,2023-06-02 20:52:00,N6,2,1
198,2023-06-02 20:55:00,2023-06-02 20:43:00,S35,2,1
199,2023-06-02 21:05:00,2023-06-02 21:17:00,W40,3,1
200,2023-06-02 21:15:00,2023-06-02 21:13:00,W42,3,1
201,2023-06-02 21:20:00,2023-06-02 21:00:00,N8,2,1
202,2023-06-02 21:25:00,2023-06-02 21:04:00,W65,2,1
203,2023-06-02 21:30:00,2023-06-02 21:21:00,S49,2,1
204,2023-06-02 21:30:00,2023-06-02 21:43:00,W69,2,1
205,2023-06-02 21:30:00,2023-06-02 21:08:00,W71,2,1
206,2023-06-02 21:35:00,2023-06-02 21:36:00,R13,3,1
207,2023-06-02 21:35:00,2023-06-02 21:28:00,N5,3,1
208,2023-06-02 21:45:00,2023-06-02 21:58:00,N36,3,1
209,2023-06-02 21:45:00,2023-06-02 21:28:00,S45,3,1
210,2023-06-02 21:50:00,2023-06-02 21:47:00,W50,2,1
211,2023-06-02 21:55:00,2023-06-02 21:37:00,N68,3,1
212,2023-06-02 21:55:00,2023-06-02 21:56:00,W63,3,1
213,2023-06-02 21:55:00,2023-06-02 21:50:00,N9,2,1
214,2023-06-02 22:00:00,2023-06-02 22:18:00,N66,2,1
215,2023-06-02 22:00:00,2023-06-02 22:17:00,N60,2,1
216,2023-06-02 22:00:00,2023-06-02 23:10:00,N6,3,1
217,2023-06-02 22:05:00,2023-06-02 22:12:00,R21,2,1
218,2023-06-02 22:10:00,2023-06-02 21:56:00,N64,2,1
219,2023-06-02 22:15:00,2023-06-02 22:28:00,S11,3,1
220,2023-06-02 22:25:00,2023-06-02 23:26:00,N28,3,1
221,2023-06-02 22:30:00,2023-06-02 23:29:00,W40,3,1
222,2023-06-02 22:30:00,2023-06-02 22:57:00,S43,3,1
223,2023-06-02 22:30:00,2023-06-02 23:36:00,N24,3,1
224,2023-06-02 22:35:00,2023-06-02 22:31:00,N34,3,1
225,2023-06-02 22:45:00,2023-06-02 22:49:00,R15,3,1
226,2023-06-02 22:55:00,2023-06-02 22:44:00,N62,3,1
227,2023-06-02 23:00:00,2023-06-02 23:20:00,S29,3,1
228,2023-06-02 23:05:00,2023-06-02 23:05:00,S2,2,1
229,2023-06-02 23:05:00,2023-06-02 23:55:00,N7,2,1
230,2023-06-02 23:10:00,2023-06-02 23:05:00,W46,3,1
231,2023-06-02 23:10:00,2023-06-02 22:59:00,R13,3,1
232,2023-06-02 23:10:00,2023-06-02 23:20:00,R14,2,1
233,2023-06-02 23:15:00,2023-06-02 23:37:00,R17,3,1
234,2023-06-02 23:15:00,2023-06-02 23:40:00,N8,3,1
235,2023-06-02 23:30:00,2023-06-02 23:26:00,N10,2,1
236,2023-06-02 23:50:00,2023-06-02 23:50:00,N26,2,1
237,2023-06-02 23:50:00,2023-06-02 23:44:00,W65,2,1
238,2023-06-02 23:55:00,2023-06-03 00:57:00,N32,3,1
