,schedule time,actual time,stand,trailer,direction
71,2023-06-03 12:55:00,2023-06-03 12:40:00,S27,3,1
72,2023-06-03 12:55:00,2023-06-03 12:46:00,R14,3,1
73,2023-06-03 13:00:00,2023-06-03 12:44:00,S2,2,1
74,2023-06-03 13:00:00,2023-06-03 12:55:00,W42,3,1
75,2023-06-03 13:05:00,2023-06-03 12:41:00,N64,2,1
76,2023-06-03 13:05:00,2023-06-03 13:10:00,R13,3,1
77,2023-06-03 13:15:00,2023-06-03 12:38:00,W50,2,1
78,2023-06-03 13:15:00,2023-06-03 14:45:00,N70,3,1
79,2023-06-03 13:20:00,2023-06-03 12:51:00,R19,3,1
80,2023-06-03 13:30:00,2023-06-03 13:14:00,S25,3,1
81,2023-06-03 13:30:00,2023-06-03 13:22:00,N7,2,1
82,2023-06-03 13:40:00,2023-06-03 14:16:00,S35,2,1
83,2023-06-03 13:40:00,2023-06-03 16:17:00,N7,2,1
84,2023-06-03 13:45:00,2023-06-03 13:41:00,R16,2,1
85,2023-06-03 13:50:00,2023-06-03 13:50:00,N66,2,1
86,2023-06-03 13:55:00,2023-06-03 14:02:00,S23,3,1
87,2023-06-03 14:00:00,2023-06-03 13:26:00,N36,2,1
88,2023-06-03 14:05:00,2023-06-03 14:09:00,S29,3,1
89,2023-06-03 14:10:00,2023-06-03 14:24:00,N60,3,1
90,2023-06-03 14:10:00,2023-06-03 14:09:00,W63,2,1
91,2023-06-03 14:15:00,2023-06-03 14:02:00,W67,3,1
92,2023-06-03 14:20:00,2023-06-03 14:50:00,W46,3,1
93,2023-06-03 14:20:00,2023-06-03 14:15:00,W40,3,1
94,2023-06-03 14:20:00,2023-06-03 14:31:00,N34,2,1
95,2023-06-03 14:25:00,2023-06-03 13:56:00,S47,2,1
96,2023-06-03 14:25:00,2023-06-03 14:18:00,S31,2,1
97,2023-06-03 14:35:00,2023-06-03 14:36:00,N10,3,1
98,2023-06-03 14:40:00,2023-06-03 14:15:00,S45,2,1
99,2023-06-03 14:45:00,2023-06-03 14:24:00,R21,3,1
100,2023-06-03 14:45:00,2023-06-03 14:42:00,N28,2,1
101,2023-06-03 14:50:00,2023-06-03 15:34:00,N8,2,1
102,2023-06-03 14:55:00,2023-06-03 14:01:00,W69,2,1
103,2023-06-03 14:55:00,2023-06-03 15:04:00,W44,3,1
104,2023-06-03 14:55:00,2023-06-03 14:36:00,N68,3,1
105,2023-06-03 15:00:00,2023-06-03 14:58:00,N62,2,1
106,2023-06-03 15:00:00,2023-06-03 15:40:00,S29,3,1
107,2023-06-03 15:00:00,2023-06-03 15:30:00,N6,3,1
108,2023-06-03 15:05:00,2023-06-03 15:44:00,N30,3,1
109,2023-06-03 15:05:00,2023-06-03 14:55:00,N5,2,1
110,2023-06-03 15:10:00,2023-06-03 15:24:00,S25,2,1
111,2023-06-03 15:10:00,2023-06-03 15:07:00,R17,2,1
112,2023-06-03 15:15:00,2023-06-03 15:12:00,S4,2,1
113,2023-06-03 15:15:00,2023-06-03 15:31:00,R13,3,1
114,2023-06-03 15:20:00,2023-06-03 15:14:00,N64,3,1
115,2023-06-03 15:25:00,2023-06-03 16:17:00,S2,3,1
116,2023-06-03 15:25:00,2023-06-03 16:07:00,S27,2,1
117,2023-06-03 15:30:00,2023-06-03 15:07:00,R15,2,1
118,2023-06-03 15:30:00,2023-06-03 15:30:00,R14,3,1
119,2023-06-03 15:45:00,2023-06-03 15:33:00,N26,3,1
120,2023-06-03 15:50:00,2023-06-03 15:05:00,W71,2,1
121,2023-06-03 15:55:00,2023-06-03 15:51:00,S47,2,1
122,2023-06-03 15:55:00,2023-06-03 16:19:00,W42,3,1
123,2023-06-03 15:55:00,2023-06-03 15:42:00,S31,3,1
124,2023-06-03 16:00:00,2023-06-03 15:48:00,N34,3,1
125,2023-06-03 16:00:00,2023-06-03 15:47:00,W40,3,1
126,2023-06-03 16:00:00,2023-06-03 15:46:00,N60,2,1
127,2023-06-03 16:05:00,2023-06-03 16:01:00,R19,3,1
128,2023-06-03 16:05:00,2023-06-03 18:57:00,S31,3,1
129,2023-06-03 16:15:00,2023-06-03 16:26:00,N28,3,1
130,2023-06-03 16:15:00,2023-06-03 16:14:00,W69,3,1
131,2023-06-03 16:15:00,2023-06-03 16:18:00,N10,2,1
132,2023-06-03 16:25:00,2023-06-03 16:42:00,N24,3,1
133,2023-06-03 16:30:00,2023-06-03 16:52:00,S23,3,1
134,2023-06-03 16:30:00,2023-06-03 16:34:00,W67,2,1
135,2023-06-03 16:35:00,2023-06-03 16:19:00,N70,3,1
136,2023-06-03 16:35:00,2023-06-03 18:42:00,S41,3,1
137,2023-06-03 16:45:00,2023-06-03 16:28:00,R21,3,1
138,2023-06-03 16:45:00,2023-06-03 17:19:00,S49,3,1
139,2023-06-03 16:45:00,2023-06-03 17:43:00,S29,3,1
140,2023-06-03 16:50:00,2023-06-03 16:40:00,N62,3,1
141,2023-06-03 16:55:00,2023-06-03 17:02:00,R16,2,1
142,2023-06-03 16:55:00,2023-06-03 16:28:00,N68,3,1
143,2023-06-03 17:00:00,2023-06-03 18:18:00,N10,2,1
144,2023-06-03 17:00:00,2023-06-03 16:46:00,W65,3,1
145,2023-06-03 17:10:00,2023-06-03 16:53:00,R18,2,1
146,2023-06-03 17:15:00,2023-06-03 17:03:00,W48,2,1
147,2023-06-03 17:15:00,2023-06-03 17:08:00,S11,3,1
148,2023-06-03 17:20:00,2023-06-03 17:25:00,S4,3,1
149,2023-06-03 17:30:00,2023-06-03 17:06:00,S43,2,1
150,2023-06-03 17:35:00,2023-06-03 18:02:00,W50,3,1
151,2023-06-03 17:35:00,2023-06-03 17:12:00,S33,3,1
152,2023-06-03 17:40:00,2023-06-03 17:28:00,N32,2,1
153,2023-06-03 17:40:00,2023-06-03 17:35:00,W46,3,1
154,2023-06-03 17:40:00,2023-06-03 17:02:00,N26,2,1
155,2023-06-03 17:45:00,2023-06-03 18:04:00,N8,2,1
156,2023-06-03 17:45:00,2023-06-03 17:33:00,R14,3,1
157,2023-06-03 17:50:00,2023-06-03 17:49:00,S35,3,1
158,2023-06-03 17:55:00,2023-06-03 17:32:00,R19,2,1
159,2023-06-03 17:55:00,2023-06-03 19:40:00,S23,2,1
160,2023-06-03 17:55:00,2023-06-03 18:13:00,S25,3,1
161,2023-06-03 18:05:00,2023-06-03 17:58:00,S47,3,1
162,2023-06-03 18:05:00,2023-06-03 17:53:00,N60,2,1
163,2023-06-03 18:10:00,2023-06-03 18:14:00,W40,3,1
164,2023-06-03 18:20:00,2023-06-03 18:25:00,S1,3,1
165,2023-06-03 18:25:00,2023-06-03 18:25:00,N28,3,1
166,2023-06-03 18:50:00,2023-06-03 18:36:00,W71,2,1
167,2023-06-03 18:55:00,2023-06-03 18:39:00,N9,3,1
168,2023-06-03 18:55:00,2023-06-03 18:39:00,N24,3,1
169,2023-06-03 18:55:00,2023-06-03 19:32:00,S4,3,1
170,2023-06-03 19:05:00,2023-06-03 18:50:00,R13,2,1
171,2023-06-03 19:05:00,2023-06-03 18:56:00,W42,2,1
172,2023-06-03 19:10:00,2023-06-03 19:01:00,N62,3,1
173,2023-06-03 19:15:00,2023-06-03 19:54:00,N70,2,1
174,2023-06-03 19:15:00,2023-06-03 19:20:00,N66,2,1
175,2023-06-03 19:20:00,2023-06-03 19:17:00,N32,2,1
176,2023-06-03 19:25:00,2023-06-03 21:49:00,R15,3,1
177,2023-06-03 19:30:00,2023-06-03 19:20:00,S43,3,1
178,2023-06-03 19:45:00,2023-06-03 19:21:00,R16,2,1
179,2023-06-03 20:00:00,2023-06-03 19:33:00,W65,2,1
180,2023-06-03 20:00:00,2023-06-03 19:51:00,N26,3,1
181,2023-06-03 20:10:00,2023-06-03 20:04:00,W40,2,1
182,2023-06-03 20:10:00,2023-06-03 19:43:00,R14,2,1
183,2023-06-03 20:25:00,2023-06-03 20:57:00,N8,3,1
184,2023-06-03 20:30:00,2023-06-03 20:25:00,R17,2,1
185,2023-06-03 20:30:00,2023-06-03 20:32:00,S11,3,1
186,2023-06-03 20:35:00,2023-06-03 20:13:00,W69,3,1
187,2023-06-03 20:40:00,2023-06-03 21:07:00,R13,2,1
188,2023-06-03 20:45:00,2023-06-03 20:19:00,N28,2,1
189,2023-06-03 20:50:00,2023-06-03 20:59:00,W46,2,1
190,2023-06-03 20:50:00,2023-06-03 21:22:00,N10,3,1
191,2023-06-03 20:55:00,2023-06-03 20:41:00,S35,2,1
192,2023-06-03 21:00:00,2023-06-03 20:27:00,S3,3,1
193,2023-06-03 21:05:00,2023-06-03 22:07:00,W63,2,1
194,2023-06-03 21:15:00,2023-06-03 21:03:00,W42,2,1
195,2023-06-03 21:20:00,2023-06-03 20:50:00,S31,2,1
196,2023-06-03 21:30:00,2023-06-03 22:23:00,S33,3,1
197,2023-06-03 21:30:00,2023-06-03 21:15:00,W44,3,1
198,2023-06-03 21:30:00,2023-06-03 21:11:00,S47,3,1
199,2023-06-03 21:35:00,2023-06-03 21:18:00,R21,2,1
200,2023-06-03 21:35:00,2023-06-03 21:03:00,N5,3,1
201,2023-06-03 21:45:00,2023-06-03 22:02:00,W50,3,1
202,2023-06-03 21:45:00,2023-06-03 21:32:00,N9,3,1
203,2023-06-03 21:55:00,2023-06-03 21:41:00,W71,3,1
204,2023-06-03 21:55:00,2023-06-03 21:55:00,W48,2,1
205,2023-06-03 21:55:00,2023-06-03 22:05:00,N60,3,1
206,2023-06-03 22:00:00,2023-06-03 21:57:00,S23,3,1
207,2023-06-03 22:00:00,2023-06-03 22:08:00,N62,2,1
208,2023-06-03 22:00:00,2023-06-03 21:47:00,N24,3,1
209,2023-06-03 22:10:00,2023-06-03 22:11:00,N6,2,1
210,2023-06-03 22:25:00,2023-06-03 22:07:00,N34,2,1
211,2023-06-03 22:30:00,2023-06-03 22:46:00,S29,2,1
212,2023-06-03 22:30:00,2023-06-03 22:17:00,W40,2,1
213,2023-06-03 22:30:00,2023-06-03 23:05:00,S25,2,1
214,2023-06-03 22:35:00,2023-06-03 22:54:00,N66,2,1
215,2023-06-03 22:40:00,2023-06-03 22:33:00,R18,3,1
216,2023-06-03 22:55:00,2023-06-03 22:34:00,S43,3,1
217,2023-06-03 23:00:00,2023-06-03 23:09:00,S1,2,1
218,2023-06-03 23:05:00,2023-06-03 23:01:00,S3,2,1
219,2023-06-03 23:05:00,2023-06-03 23:09:00,N24,2,1
220,2023-06-03 23:10:00,2023-06-03 23:08:00,N10,3,1
221,2023-06-03 23:15:00,2023-06-03 23:12:00,R17,3,1
222,2023-06-03 23:25:00,2023-06-03 23:35:00,N7,3,1
223,2023-06-03 23:30:00,2023-06-03 23:34:00,R13,2,1
224,2023-06-03 23:30:00,2023-06-03 23:29:00,S45,3,1
225,2023-06-03 23:50:00,2023-06-03 23:41:00,W67,3,1
226,2023-06-03 23:50:00,2023-06-03 23:26:00,R16,3,1
227,2023-06-03 23:50:00,2023-06-03 23:37:00,R21,2,1
228,2023-06-03 23:55:00,2023-06-04 00:07:00,S27,2,1
