,schedule time,actual time,stand,trailer,direction
178,2023-06-01 18:15:00,2023-06-01 18:23:00,S49,2,0
179,2023-06-01 18:15:00,2023-06-01 18:17:00,N10,3,0
180,2023-06-01 18:30:00,2023-06-01 18:26:00,R16,3,0
181,2023-06-01 18:35:00,2023-06-01 18:44:00,N70,2,0
182,2023-06-01 18:35:00,2023-06-01 18:34:00,R19,3,0
183,2023-06-01 18:50:00,2023-06-01 18:50:00,R13,3,0
184,2023-06-01 18:50:00,2023-06-01 18:40:00,W69,2,0
185,2023-06-01 18:50:00,2023-06-01 18:43:00,N34,2,0
186,2023-06-01 18:50:00,2023-06-01 18:43:00,W44,3,0
187,2023-06-01 18:55:00,2023-06-01 18:56:00,N64,2,0
188,2023-06-01 19:00:00,2023-06-01 18:57:00,W48,2,0
189,2023-06-01 19:05:00,2023-06-01 19:36:00,S3,2,0
190,2023-06-01 19:05:00,2023-06-01 19:20:00,W71,3,0
191,2023-06-01 19:10:00,2023-06-01 19:30:00,S31,3,0
192,2023-06-01 19:25:00,2023-06-01 19:54:00,N30,3,0
193,2023-06-01 19:30:00,2023-06-01 19:31:00,S25,2,0
194,2023-06-01 19:30:00,2023-06-01 20:04:00,S23,3,0
195,2023-06-01 19:35:00,2023-06-01 19:41:00,N24,3,0
196,2023-06-01 19:45:00,2023-06-01 19:34:00,R18,3,0
197,2023-06-01 19:50:00,2023-06-01 19:49:00,N70,2,0
198,2023-06-01 19:55:00,2023-06-01 21:12:00,N24,2,0
199,2023-06-01 20:05:00,2023-06-01 19:53:00,N62,2,0
200,2023-06-01 20:05:00,2023-06-01 20:00:00,N10,2,0
201,2023-06-01 20:10:00,2023-06-01 20:17:00,N26,2,0
202,2023-06-01 20:10:00,2023-06-01 20:15:00,R14,2,0
203,2023-06-01 20:30:00,2023-06-01 20:34:00,S4,3,0
204,2023-06-01 20:35:00,2023-06-01 20:43:00,S27,3,0
205,2023-06-01 20:45:00,2023-06-01 20:45:00,S2,3,0
206,2023-06-01 21:10:00,2023-06-01 21:22:00,S33,2,0
207,2023-06-01 21:10:00,2023-06-01 21:50:00,R16,2,0
208,2023-06-01 21:15:00,2023-06-01 21:22:00,N32,3,0
209,2023-06-01 21:20:00,2023-06-01 21:29:00,R18,2,0
210,2023-06-01 21:25:00,2023-06-01 21:20:00,N10,2,0
211,2023-06-01 21:30:00,2023-06-01 21:30:00,N60,3,0
212,2023-06-01 21:40:00,2023-06-01 21:52:00,R21,3,0
213,2023-06-01 21:55:00,2023-06-01 21:54:00,S3,3,0
214,2023-06-01 22:05:00,2023-06-01 22:15:00,N26,2,0
215,2023-06-01 22:30:00,2023-06-01 22:36:00,N66,2,0
216,2023-06-01 22:30:00,2023-06-01 22:20:00,S31,2,0
217,2023-06-01 22:45:00,2023-06-01 22:33:00,S23,2,0
218,2023-06-01 22:50:00,2023-06-01 22:50:00,W67,2,0
219,2023-06-01 22:55:00,2023-06-01 23:34:00,W65,3,0
220,2023-06-01 22:55:00,2023-06-01 23:05:00,N34,2,0
221,2023-06-01 23:00:00,2023-06-01 23:44:00,S45,3,0
222,2023-06-01 23:00:00,2023-06-01 22:42:00,S41,2,0
223,2023-06-01 23:10:00,2023-06-01 23:24:00,R21,2,0
224,2023-06-01 23:10:00,2023-06-01 23:44:00,S25,2,0
225,2023-06-01 23:10:00,2023-06-01 23:12:00,N7,2,0
226,2023-06-01 23:20:00,2023-06-01 23:27:00,N6,3,0
227,2023-06-01 23:25:00,2023-06-01 23:47:00,S29,2,0
228,2023-06-01 23:35:00,2023-06-01 23:55:00,S49,3,0
229,2023-06-01 23:45:00,2023-06-01 23:56:00,W50,2,0
230,2023-06-01 23:55:00,2023-06-02 00:22:00,S1,3,0
231,2023-06-01 23:55:00,2023-06-02 00:13:00,N34,2,0
