,schedule time,actual time,stand,trailer,direction
133,2023-06-04 16:25:00,2023-06-04 16:31:00,R14,2,1
134,2023-06-04 16:30:00,2023-06-04 16:17:00,S35,3,1
135,2023-06-04 16:30:00,2023-06-04 16:23:00,N5,2,1
136,2023-06-04 16:30:00,2023-06-04 16:30:00,S23,2,1
137,2023-06-04 16:35:00,2023-06-04 16:18:00,N36,3,1
138,2023-06-04 16:35:00,2023-06-04 16:59:00,N30,3,1
139,2023-06-04 16:45:00,2023-06-04 16:13:00,R21,3,1
140,2023-06-04 16:45:00,2023-06-04 16:52:00,W42,2,1
141,2023-06-04 16:45:00,2023-06-04 17:22:00,N34,3,1
142,2023-06-04 16:50:00,2023-06-04 16:33:00,S47,3,1
143,2023-06-04 16:55:00,2023-06-04 16:31:00,W44,2,1
144,2023-06-04 17:00:00,2023-06-04 19:33:00,N70,2,1
145,2023-06-04 17:00:00,2023-06-04 16:51:00,W50,3,1
146,2023-06-04 17:15:00,2023-06-04 17:55:00,W71,2,1
147,2023-06-04 17:15:00,2023-06-04 16:53:00,N10,3,1
148,2023-06-04 17:20:00,2023-06-04 17:21:00,S25,3,1
149,2023-06-04 17:30:00,2023-06-04 17:49:00,N6,2,1
150,2023-06-04 17:35:00,2023-06-04 17:48:00,W65,3,1
151,2023-06-04 17:35:00,2023-06-04 17:00:00,N66,2,1
152,2023-06-04 17:35:00,2023-06-04 17:44:00,S49,3,1
153,2023-06-04 17:40:00,2023-06-04 17:49:00,S27,2,1
154,2023-06-04 17:40:00,2023-06-04 17:52:00,N62,2,1
155,2023-06-04 17:40:00,2023-06-04 18:43:00,N68,3,1
156,2023-06-04 17:45:00,2023-06-04 17:57:00,N8,3,1
157,2023-06-04 17:45:00,2023-06-04 17:41:00,R16,3,1
158,2023-06-04 17:50:00,2023-06-04 17:31:00,R15,3,1
159,2023-06-04 17:50:00,2023-06-04 18:00:00,S33,3,1
160,2023-06-04 17:55:00,2023-06-04 17:35:00,R13,3,1
161,2023-06-04 17:55:00,2023-06-04 18:28:00,N9,2,1
162,2023-06-04 17:55:00,2023-06-04 18:50:00,N64,3,1
163,2023-06-04 18:00:00,2023-06-04 17:46:00,R18,2,1
164,2023-06-04 18:05:00,2023-06-04 18:09:00,S31,3,1
165,2023-06-04 18:05:00,2023-06-04 17:50:00,N60,2,1
166,2023-06-04 18:10:00,2023-06-04 18:35:00,S11,3,1
167,2023-06-04 18:15:00,2023-06-04 18:07:00,N24,2,1
168,2023-06-04 18:25:00,2023-06-04 18:29:00,S47,3,1
169,2023-06-04 18:25:00,2023-06-04 18:08:00,R21,2,1
170,2023-06-04 18:35:00,2023-06-04 18:22:00,R19,2,1
171,2023-06-04 18:50:00,2023-06-04 18:15:00,N7,2,1
172,2023-06-04 18:55:00,2023-06-04 18:55:00,S45,3,1
173,2023-06-04 18:55:00,2023-06-04 18:20:00,S3,2,1
174,2023-06-04 18:55:00,2023-06-04 19:01:00,S4,2,1
175,2023-06-04 19:05:00,2023-06-04 18:49:00,N36,3,1
176,2023-06-04 19:05:00,2023-06-04 19:25:00,N10,2,1
177,2023-06-04 19:10:00,2023-06-04 21:18:00,S45,3,1
178,2023-06-04 19:15:00,2023-06-04 19:05:00,S35,2,1
179,2023-06-04 19:20:00,2023-06-04 19:12:00,R16,3,1
180,2023-06-04 19:30:00,2023-06-04 19:19:00,S43,2,1
181,2023-06-04 19:35:00,2023-06-05 00:12:00,N36,3,1
182,2023-06-04 19:55:00,2023-06-04 20:00:00,N68,2,1
183,2023-06-04 20:00:00,2023-06-04 19:31:00,R18,3,1
184,2023-06-04 20:00:00,2023-06-04 19:43:00,W46,3,1
185,2023-06-04 20:10:00,2023-06-04 19:50:00,W44,2,1
186,2023-06-04 20:20:00,2023-06-04 20:55:00,S1,3,1
187,2023-06-04 20:25:00,2023-06-04 20:22:00,S27,2,1
188,2023-06-04 20:30:00,2023-06-04 20:43:00,R17,2,1
189,2023-06-04 20:30:00,2023-06-04 20:19:00,S41,3,1
190,2023-06-04 20:35:00,2023-06-04 20:36:00,S23,3,1
191,2023-06-04 20:40:00,2023-06-04 21:07:00,N8,2,1
192,2023-06-04 20:45:00,2023-06-04 20:51:00,N36,2,1
193,2023-06-04 20:50:00,2023-06-04 21:01:00,S11,2,1
194,2023-06-04 20:50:00,2023-06-04 20:38:00,N10,3,1
195,2023-06-04 20:55:00,2023-06-04 20:32:00,W42,2,1
196,2023-06-04 21:00:00,2023-06-04 20:42:00,S47,2,1
197,2023-06-04 21:00:00,2023-06-04 20:43:00,R21,3,1
198,2023-06-04 21:05:00,2023-06-04 21:03:00,W67,3,1
199,2023-06-04 21:15:00,2023-06-04 20:55:00,W48,2,1
200,2023-06-04 21:20:00,2023-06-04 21:03:00,S2,3,1
201,2023-06-04 21:25:00,2023-06-04 21:12:00,S49,3,1
202,2023-06-04 21:30:00,2023-06-04 21:40:00,S33,3,1
203,2023-06-04 21:30:00,2023-06-04 21:28:00,N5,3,1
204,2023-06-04 21:30:00,2023-06-04 21:20:00,S35,2,1
205,2023-06-04 21:30:00,2023-06-04 22:01:00,N60,2,1
206,2023-06-04 21:35:00,2023-06-04 21:16:00,N32,3,1
207,2023-06-04 21:45:00,2023-06-04 21:40:00,S31,3,1
208,2023-06-04 21:45:00,2023-06-04 21:39:00,W63,2,1
209,2023-06-04 21:50:00,2023-06-04 21:43:00,W40,2,1
210,2023-06-04 21:55:00,2023-06-04 21:33:00,N70,2,1
211,2023-06-04 22:00:00,2023-06-04 22:05:00,R19,2,1
212,2023-06-04 22:00:00,2023-06-04 22:11:00,N62,2,1
213,2023-06-04 22:10:00,2023-06-04 22:28:00,N24,2,1
214,2023-06-04 22:15:00,2023-06-04 22:06:00,N7,2,1
215,2023-06-04 22:30:00,2023-06-04 22:40:00,N6,2,1
216,2023-06-04 22:30:00,2023-06-04 22:13:00,S29,3,1
217,2023-06-04 22:30:00,2023-06-04 22:45:00,S45,3,1
218,2023-06-04 22:35:00,2023-06-04 22:32:00,N8,2,1
219,2023-06-04 22:40:00,2023-06-04 23:35:00,S1,2,1
220,2023-06-04 22:45:00,2023-06-04 22:34:00,R14,3,1
221,2023-06-04 22:55:00,2023-06-05 02:35:00,S23,3,1
222,2023-06-04 23:00:00,2023-06-04 22:56:00,N34,3,1
223,2023-06-04 23:05:00,2023-06-04 23:01:00,N64,2,1
224,2023-06-04 23:05:00,2023-06-04 23:11:00,S31,3,1
225,2023-06-04 23:10:00,2023-06-04 23:07:00,S11,3,1
226,2023-06-04 23:10:00,2023-06-04 22:54:00,N68,2,1
227,2023-06-04 23:15:00,2023-06-04 23:38:00,R17,2,1
228,2023-06-04 23:15:00,2023-06-04 23:06:00,N10,3,1
229,2023-06-04 23:25:00,2023-06-04 23:30:00,N28,3,1
230,2023-06-04 23:30:00,2023-06-04 23:22:00,R13,3,1
231,2023-06-04 23:50:00,2023-06-04 23:50:00,N9,3,1
232,2023-06-04 23:55:00,2023-06-05 00:07:00,N26,3,1
